question,predict_answer,accurate_answer
请告诉我《哈姆雷特》是那个电影公司拍摄的？,美国哥伦比亚电影公司,美国哥伦比亚电影公司
你知道戴尔latitude e6430s-106tb这个产品的定位是什么吗？,商用,商用
安得拉邦是在什么时候建立的？,1953年10月1日（61年前）,1953年10月1日（61年前）
htc这个品牌的总部在什么地方？,台湾省桃园县,台湾省桃园县
《白鹿原》获得过什么奖项呀？,获第四届茅盾文学奖。,获第四届茅盾文学奖。
恒大金碧天下是在什么地区的楼?,眉山市彭山县,眉山市彭山县
麒麟村是中国的哪一个省份？,广东省,广东省
请简要的介绍一下《内科学》这本书？,“一病一页速成系列”便携、实用，它不仅有助于住院医师繁忙而又长时间的临床工作，同时对于那些将要接受资格考核、准备从事临床工作的读者也是一套很好的参考书籍。,“一病一页速成系列”便携、实用，它不仅有助于住院医师繁忙而又长时间的临床工作，同时对于那些将要接受资格考核、准备从事临床工作的读者也是一套很好的参考书籍。
你知道牛奶面包卷需要用到的材料有什么吗？,酵母(干)6克,酵母(干)6克
你知道容声bcd-225dc的产品类别是什么嘛？,产品类别,产品类别
《无人生还》这本书有多少字？,130000 万字,130000 万字
牛奶蜜豆冰糕需要用什么原材料呢？,牛奶350毫升、鸡蛋1个,牛奶350毫升、鸡蛋1个
越南国旗的全称是什么啊？,越南人民军军旗,越南人民军军旗
你知道黄豆芽有什么副作用吗？,忌食黄豆芽性寒，慢性腹泻及脾胃虚寒者忌食。,忌食黄豆芽性寒，慢性腹泻及脾胃虚寒者忌食。
山楂茯苓颗粒都有什么用途吗？,内科,内科
异维a酸胶丸这个要是否是处方药？,处方药,处方药
你知道十笏园的建筑类型吗？,园林建筑,园林建筑
天气预报员是属于什么级别的啊？,uk:15 brazil:14 usa:r sweden:7,uk:15 brazil:14 usa:r sweden:7
惠普compaq 6520s(gx547pa)的cpu主频是什么型号的啊？,intel 酷睿2双核 t7250,intel 酷睿2双核 t7250
现代网络管理这本书是多少页的呀？,236页,236页
天欣泰血栓心脉宁片 这个药有什么功效啊？,降脂抗凝,降脂抗凝
qtp自动化测试权威指南这本书的原名是什么啊？,"quicktest professional unplugged, 2nd edition","quicktest professional unplugged, 2nd edition"
你知道电视埋伏的类型是什么嘛？,"爱情,战争","爱情,战争"
蒂娜的生日是什么时候？,10.18,10.18
塞镇2001年有多少人呢？,1913年1月2日,1913年1月2日
《仙剑奇侠传3》是用什么平台玩的游戏？,电脑单机,电脑单机
你知道氐宿四是属于什么光谱吗？,b8,b8
你知道酱爆鸭的工艺是什么吗？,酱爆,酱爆
做巧克力燕麦饼干那难度大吗？,普通,普通
我想知道永安镇机场叫什么名字？,徐州观音机场,徐州观音机场
逆转裁判的制作人是谁啊？,稻叶敦志（gba）松川美苗（3ds）,稻叶敦志（gba）松川美苗（3ds）
中国公务员考试网的网站名称是什么啊？,中国公务员考试网,中国公务员考试网
asl 的全称是什么啊你知道吗？,average search length,average search length
凯尔·科沃尔这个球员的专业特点是什么？,三分精准，抢断意识良好，无球跑动,三分精准，抢断意识良好，无球跑动
金琥用二名法叫是怎么说呢？,"golden barrel, golden ball cactus","golden barrel, golden ball cactus"
你知道延安路有多长吗？,14220米,14220米
我想问一下透长石的颜色？,无色,无色
埃克是什么区的啊？,埃尔普河畔阿韦讷区,埃尔普河畔阿韦讷区
xfx讯景8600gt(t84j-ua3b) 这个芯片是什么厂商做的啊？,nvidia,nvidia
于洋是在什么地方出生的？,中国辽宁省海城市,中国辽宁省海城市
香港信贷创建地点是什么地方？,香港,香港
王丰在古代是什么职务呀？,古代数画家,古代数画家
你知道梁山伯与祝英台是什么时间首播的吗？,1997年,1997年
上卫自己绕行是什么路线?,赤经：9 mas/yr 赤纬：- mas/yr,赤经：9 mas/yr 赤纬：- mas/yr
你知道西门大饭店周围都有什么景观吗？,剥皮寮老街、国家音乐厅、艋舺青山宫、国立台湾博物馆、西门町、二二八和平纪念公园、国家戏剧院、西门红楼、中正纪念堂、总统府、龙山寺,剥皮寮老街、国家音乐厅、艋舺青山宫、国立台湾博物馆、西门町、二二八和平纪念公园、国家戏剧院、西门红楼、中正纪念堂、总统府、龙山寺
上卫的b−v 色指数是多少啊？,0.07[1][2],0.07[1][2]
拉瓦斯蒂达是属于什么自治区呀？,巴斯克自治区,巴斯克自治区
你了解香港信贷的组织形式吗？,国有独资,国有独资
问问你三星galaxy round这部手机的分辨率是多少？,1080p,1080p
上卫 u−b 色指数是多少啊？,0.11[1][2],0.11[1][2]
你知道游戏dota有什么特色嘛？,游戏的战术多变,游戏的战术多变
丫丫读音应该是什么啊？,yā yā,yā yā
哈雷彗星的轨道周期是多少年？,76～79年,76～79年
年轻人的imdb编码是多少啊？,tt0033288,tt0033288
厚望斋的主要作品是什么啊？,《由作文自信到作文成功》,《由作文自信到作文成功》
石桥镇是什么时候建立的啊？,1400多年前,1400多年前
你知道自热米饭都有什么食用功效吗？,充饥，补充体能,充饥，补充体能
神雕侠侣这部电视剧的监制是谁？,李添胜,李添胜
ultrapixel这个产品的发布时间爱你是什么时候啊？,2013年2月19日,2013年2月19日
你知道昔神星的近日点在什么地方吗？,2.7571486 au,2.7571486 au
believe这个专辑的语言是什么啊？,英语,英语
小行星1811的远日点是什么位置？,3.4749321 au,3.4749321 au
请问少卫的r−i 色指数什么？,0[1][2],0[1][2]
我想了解一下技嘉ga-990xa-ud3 的主芯片组是什么/,amd 990,amd 990
你知道木星的半长轴是多长吗？,5.20336301au,5.20336301au
你知道圣保罗市什么大区的吗/,东南,东南
岩脚村的国土面积是多少？,1.26平方公里,1.26平方公里
你知道影音之星 有什么特点吗？,持目前主流格式,持目前主流格式
小行星552是在什么地方发现的啊？,海德堡,海德堡
微笔记这个软件名称是什么啊？,微笔记,微笔记
你知道皮康王应该怎么用吗？,外用，直接涂于患处，一日两次。,外用，直接涂于患处，一日两次。
我想知道李宏的出生日期？,1957-11,1957-11
亚特·蓝郡的建筑大多是几层的？,多层,多层
西湖的景点级别是几级啊？,国家aaaaa级风景名胜区,国家aaaaa级风景名胜区
你知道岳优108的选育单位是什么吗？,湖南省岳阳市农业科学研究所,湖南省岳阳市农业科学研究所
拉科西·马加什的政党是什么党派？,匈牙利共产党,匈牙利共产党
龙山站全长距离有多少你了解吗？,53.9km（起点站：逍遥山） 3.2km（起点站：首尔）,53.9km（起点站：逍遥山） 3.2km（起点站：首尔）
你知道巴拿马航空是属于什么产品服务吗？,航空运输,航空运输
流星花园这部剧的制作是什么时候啊？,东映动画、富士电视台,东映动画、富士电视台
穆拉扎诺是有多少人啊？,"5,725","5,725"
德国法勒vahle的产品名字是什么？,vahle单极滑线,vahle单极滑线
你知道双流县财政局的职责是什么吗？,贯彻执行国家财税方面的法律、,贯彻执行国家财税方面的法律、
七彩虹镭风x800 256m的显卡芯片是什么的？,radeon x800,radeon x800
你知道启东市人民医院是几级的吗？,三级综合性医院,三级综合性医院
松鹤楼是什么时间创立的？,清乾隆二十二年（1757年）,清乾隆二十二年（1757年）
太平镇的的著名景点有什么啊?,桫椤沟、老码头溶洞、月耳坝经果林、三佛寺、的蛟龙沟,桫椤沟、老码头溶洞、月耳坝经果林、三佛寺、的蛟龙沟
千叶千惠巳代表作是什么啊？,《小魔女doremi》春风doremi、《妹妹公主》雏子,《小魔女doremi》春风doremi、《妹妹公主》雏子
五家寨村四属于什么管辖的范围啊？,竹基乡六丘村委会,竹基乡六丘村委会
中原银行的注册资本是多少元？,154.2亿元,154.2亿元
你知道刘兰字什么吗？,文郁,文郁
你知道蒙古四獒都包括什么吗？,速不台,速不台
干扰的学科属于什么系统的？,谏山创,系统学
凯利通i806的外观设计师什么啊？,直板式,直板式
你知道上海希尔的注册资金是多少钱？,500.00万,500.00万
《乱世英雄传》这个游戏的开发商是谁啊？,苏州子恒网络有限公司,苏州子恒网络有限公司
计算概论：程序设计阅读题解这款书的丛书名字是什么啊？,21世纪大学本科计算机专业系列,21世纪大学本科计算机专业系列
你知道异世龙逍遥的小说性质是什么吗？,网络小说,网络小说
你知道合肥工业大学的主管部门是什么吗？,中华人民共和国教育部,中华人民共和国教育部
巧克力燕麦饼干的菜名是什么啊？,巧克力燕麦饼干,巧克力燕麦饼干
中国青年党的基本资料有哪些啊？,1923年12月2日（91年53天） 于法国巴黎,1923年12月2日（91年53天） 于法国巴黎
你知道brocade 425（双端口）的接口类型是什么啊？,pci-e,pci-e
你知道道格拉斯的体重是多少吗？,90kg,90kg
你知道32217轴承的外经是多大吗？,150.000 mm,150.000 mm
请告诉我许诺的身高是多少啊？,178cm,178cm
学生赚的官方网站是什么啊？,学生赚,学生赚
你知道企业招聘风险有什么种类吗？,招聘成本损失风险,招聘成本损失风险
你知道埃斯特雷这个地方的邮编是多少吗？,59214 /?59151,59214 /?59151
埃斯特雷这个地方的人口密度是多少？,170/平方公里（440/平方英里）,170/平方公里（440/平方英里）
你知道前海花园二期的物业类型是什么吗？,住宅,住宅
问一下山西大学的主要院系有什么嘛？,计算机控制技术、通信技术、建筑工程技术、工程造价、建筑装饰工程技术、工商管理、行政管理、物业管理、热能动力设备与应用、电厂设备运行与维护19个专科专业,计算机控制技术、通信技术、建筑工程技术、工程造价、建筑装饰工程技术、工商管理、行政管理、物业管理、热能动力设备与应用、电厂设备运行与维护19个专科专业
中油杂2号的品种来源是什么啊？,8908a×（陕2c×227选系）,8908a×（陕2c×227选系）
海德公园是在那个城市啊？,太原,太原
江门市园林局的内设机构有几个？,4个,4个
第2次田中角荣内阁的假名是什么啊？,だいにじたなかかくえいだいにじかいぞうないかく,だいにじたなかかくえいだいにじかいぞうないかく
你知道玝的部首笔画是多少吗？,4,4
我想知道堇青石的化学式是什么？,mg2al4si5o18；可含有na、k、ca、fe、mn等元素及h2o,mg2al4si5o18；可含有na、k、ca、fe、mn等元素及h2o
你知道隆回县第一中学的建筑总面积是多少吗？,6．88万平方米,6．88万平方米
张国荣热·情演唱会的日期是什么时候啊？,2000.7.31-8.12 2001.4.11-4.16,2000.7.31-8.12 2001.4.11-4.16
你知道李家庄村的耕地是多少亩吗？,2500多亩,2500多亩
我想了解一下漫画派对的类别是什么？,漫画,漫画
你知道流氓高手的写作进程吗？,已经完本,已经完本
我想了解一下了不起的盖茨比的分级是什么时候啊？,usa:pg-13 / uk:12a,usa:pg-13 / uk:12a
你知道美元的网址是什么吗？,www.federalreserve.gov,www.federalreserve.gov
土工基础的创刊时间是什么时候啊？,1981年,1981年
你知道华擎g41m-vs2的cpu插槽是什么型号吗？,lga 775,lga 775
你知道科技视界的主管单位是谁吗？,上海市科学技术协会,上海市科学技术协会
保守党的总部在什么地方啊你知道吗？,英国伦敦米尔班克30号，sw1p 4dp,英国伦敦米尔班克30号，sw1p 4dp
我想知道大内高手的状态时什么？,太监了,太监了
电子现货实战必赚技术的版本都有什么啊？,纸质版和电子版,纸质版和电子版
你知道麦莉·赛勒斯的活跃年代吗？,2003年至今,2003年至今
我想知道中国创富展的主办单位是谁啊？,山东广播电视台,山东广播电视台
你知道香馕用繁体字怎么写吗？,饢,饢
我想了解一下thinkpad e420 1141a64处理器型号是什么啊？,intel 酷睿 i3 2330m,intel 酷睿 i3 2330m
你知道北京市路政局平谷分局的职能是干什么吗？,负责平谷地区内公路建设等,负责平谷地区内公路建设等
荣久庵宪司这个词用日语怎么写啊？,栄久庵 憲司,栄久庵 憲司
上卫的径向速度 (rv)是多少啊？,0.11 km/s,0.11 km/s
你知道小马时代所属产业是什么吗？,电影、电视剧、唱片,电影、电视剧、唱片
